title,price,rating,brand,ram,storage,color,processor
"Acer Aspire One, Intel Core Celeron N4500, 8GB LPDDR4 RAM/ 256GB SSD, 14.0""/35.56cm WXGA Display, Intel UHD Graphics, Win 11 Home, Pure Silver, 1.3 Kg, A114-45, Thin and Light Laptop","35,990",1.0,Acer,8GB,256GB,Silver,Intel
"Acer Chromebook, MediaTek Kompanio 540 Octa-Core Processor, 4GB RAM, 64GB eMMC, Full HD, 11.6""/27.94cm Display, Chrome OS, Black, 1.2 KG, C725, Arm Mali G57 Graphics, WiFi 6E Laptop","19,990",5.0,Acer,4GB,N/A,Black,MediaTek
"Apple 2026 MacBook Neo 13"" Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 512GB SSD Storage, 1080p FaceTime HD Camera, Touch ID; Indigo","83,490",4.8,Apple,8GB,512GB,Indigo,N/A
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","35,690",3.4,Acer,LPDDR4,256GB,Silver,Intel
"ASUS Vivobook 15, Smartchoice,Intel Corei5 13thGen 13420H, 16GB RAM, 512GB SSD, FHD 15.6"", Win11, Office Home'24, M365 Basic (1Year)*, Cool Silver, 1.70kg, X1502VA-BQ835WS, Intel UHD iGPU, Laptop","65,990",4.1,ASUS,16GB,512GB,Silver,Intel
"HP 15 Smartchoice, 13th Gen Intel Core i3-1315U (12GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365(1yr)*Office24, Silver, 1.59kg, fd0573TU, FHD Camera w/Shutter Laptop","44,990",4.2,HP,12GB,512GB,Silver,Intel
"Acer One 15 Smart Laptop AO15-41M-G2 | AMD Ryzen 3 7320U | AMD Radeon 610M Graphics | 8GB LPDDR5 RAM | 256GB NVMe SSD | 15.6"" FHD Display | Windows 11 Home | Silver","38,700",2.8,Acer,8GB,N/A,Silver,AMD
"HP Professional 15 (2026), Intel (i3 14th Gen) Core 3 100U - (8 GB DDR5/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin & Light Business Laptop/15.6"" Display/Silver/Copilot Key/1.5kg/MSO 2024","50,500",5.0,HP,DDR5,512GB,Silver,Intel
"HP 15 Laptop, AMD Ryzen 7 7730U (16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11, M365 Basic(1yr),Office Home24,Silver,1.59kg,FHD Camera w/Privacy Shutter, Backlit KB, fc0761AU","69,790",4.0,HP,16GB,512GB,Silver,AMD
"HP Omnibook 5 OLED (Previously Pavilion), Snapdragon X Processor 45 Tops (16GB LPDDR5x, 1TB SSD) 2K,16''/40.6cm, Win11, Office24, Silver, 1.59kg, fb0001QU, Multi-Day Battery AI Laptop","84,990",4.0,HP,16GB,1TB,Silver,Snapdragon
"HP Professional 15 (2026), Intel (i5 14th Gen) Core 5 120U - (8 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Home) Business Laptop/15.6"" FHD/Backlit + Fingerprint/Silver/Copilot Key/1.5kg/MSO 2024","61,490",5.0,HP,N/A,512GB,Silver,Intel
"Apple 2026 MacBook Pro Laptop with M5 Max chip with 18‑core CPU and 32‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 36GB Unified Memory, 2TB SSD Storage; Space Black","4,64,490",5.0,Apple,36GB,2TB,Black,N/A
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 16GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Sky Blue","1,72,490",4.7,Apple,16GB,1TB,Blue,N/A
"Apple 2026 MacBook Air 15″ Laptop with M5 chip: AI and Apple Intelligence, 38.91 cm (15.3″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight","2,22,990",5.0,Apple,24GB,1TB,N/A,N/A
"HP Chromebook 14, MediaTek Kompanio 540 (4GB LPDDR5, 128GB UFS) HD, Anti-Glare, Micro-Edge, 14''/35.6cm, ChromeOS, 100 GB Google One(1yr), Modern Gray,1.35kg, nm0004MU, HD Camera w/Shutter Laptop","29,990",N/A,HP,4GB,N/A,Gray,MediaTek
"JioBook 11 with Lifetime Office | Android 4G Laptop Mediatek 8788 (JioOS) | Octa-core | 4GB RAM | 64 eMMC Storage | Thin and Light Laptop (11.6 inch, 990 Grams) | Dual Band WiFi + SIM | Blue","9,999",2.8,JioBook,4GB,N/A,Blue,MediaTek
"HP 15, AMD Ryzen 3 7320U (8GB LPDDR5, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6""/39.6cm, Win 11, Office 21, Silver, 1.59kg, fc0154AU, AMD Radeon Graphics, 1080p FHD Camera Laptop","49,450",4.1,HP,8GB,512GB,Silver,AMD
"Lenovo 14 (2026), Intel Core i5 13th Gen 13420H - (8 GB DDR5/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Luna Grey/Copilot Key/1.4 kg/MS Office 2024","58,790",N/A,Lenovo,DDR5,512GB,Grey,Intel
"ASUS Chromebook CM1405 (2026), Smartchoice, MediaTek Kompanio 540 Processor, 4GB RAM, 64GB SSD, FHD, 14""(35.5 cm), 60Hz, Chrome OS, Pure Grey, 1.37 Kg, CM1405CM4A-S60034, Thin & Light Laptop","28,990",4.3,ASUS,4GB,64GB,Grey,MediaTek
"Acer Smartchoice Aspire One, AMD Ryzen 3-7320U, 8GB LPDDR5 RAM/ 512GB SSD, 14.0""/35.56cm TN HD Display, Win 11 Home, Pure Silver, 1.48KG, A114-43, Thin and Light Laptop","46,990",3.3,Acer,8GB,512GB,Silver,AMD
"Lenovo V15 G6 AMD Ryzen 7 170 (Coequal 7735HS) 15.6"" (39.62cm) FHD Thin and Light Business Laptop (16GB RAM DDR5/ 512GB SSD/Windows 11/ MS Office 2024/ AMD Radeon Graphics/Luna Grey/ 1.6 kg)","69,999",3.8,Lenovo,16GB,512GB,Grey,AMD
"Acer Smartchoice Aspire One, AMD Ryzen 5-40,Office 2024 + M365 Basic, 8GB LPDDR5 RAM/ 512GB SSD, 14.0""/35.56cm WXGA Display, Win 11 Home, Pure Silver, 1.48KG, A114-43, Thin and Light Laptop","49,990",3.7,Acer,8GB,512GB,Silver,AMD
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i3-1315U 15.6 Inch (39.6cm) FHD Thin & Light Laptop (8GB RAM/512GB SSD/Windows 11/Office Home 2024/Grey/1.62Kg), 82X700HHIN","54,058",4.6,Lenovo,8GB,512GB,Grey,Intel
"HP 15 Smartchoice, 13th Gen Intel Core i5-1334U (16GB DDR4, 1TB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365(1yr) Office24, Silver, 1.59kg, FD0552TU,Iris Xe, FHD Camera, Backlit Laptop","65,990",3.9,HP,16GB,1TB,Silver,Intel
"Lenovo V15 G4 Laptop with AMD Ryzen 5 7520U, 16GB DDR5 RAM, 512GB SSD, 15.6-inch FHD Display, AMD Radeon Graphics, Windows 11 Home, MS Office 2024, Dolby Audio, Arctic Grey, 1 Year Onsite Warranty","56,800",5.0,Lenovo,16GB,512GB,Grey,AMD
"HP 255 G10 Laptop for Home or Work, 16GB RAM DDR5, 512GB SSD, 15.6"" Full HD, Ryzen 3 7335U (Beats Intel i5-1135G7), HDMI, USB-C","58,990",4.3,HP,16GB,512GB,N/A,Intel
"ASUS Vivobook S14, Intel Core Ultra 5 225H, Intel iGPU,16GB RAM,512GB SSD, FHD+,14"",60Hz,Windows 11,M365 Basic (1Year)*,Office Home 2024,Cool Silver,1.4 Kg, S3407CA-LY060WS, Metallic Design Laptop","82,990",4.2,ASUS,16GB,512GB,Silver,Intel
"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/1 Year ADP Free/Grey/1.6Kg), 82R4011MIN","55,990",4.1,Lenovo,8GB,512GB,Grey,AMD
"HP 15, AMD Ryzen 5 7520U,(16GB LPDDR5, 512GB SSD), Anti-Glare, Micro-Edge, FHD, 15.6''/39.6cm, Win 11, Office 24,M365 Basic(1yr)*,Silver, 1.59kg, fc0690au, FHD Camera, Backlit KB Laptop","67,400",3.9,HP,16GB,512GB,Silver,AMD
"Lenovo 14 (2026), Intel Core i5 13th Gen 13420H - (16 GB DDR5/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Luna Grey/Copilot Key/1.4 kg/MS Office 2024","68,890",5.0,Lenovo,DDR5,512GB,Grey,Intel
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop","69,990",3.4,HP,16GB,512GB,Silver,Snapdragon
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver","3,42,490",4.6,Apple,24GB,2TB,Silver,N/A
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight","1,94,990",4.8,Apple,24GB,1TB,N/A,N/A
"Lenovo IdeaPad Slim 3, 13th Gen Intel Core i5 13420H, 24GB RAM, 1TB SSD, WUXGA IPS, 15.3""/38.8cm, Windows 11, Office 2024, Grey, 1.6Kg, Backlit Keyboard, 1Yr ADP Free, 83K100PLIN/83K1010FIN, Laptop","87,990",4.2,Lenovo,24GB,1TB,Grey,Intel
"Lenovo 14 (2026), Intel Core i5 13th Gen 13420H - (16 GB DDR5/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Luna Grey/Copilot Key/1.4 kg/MS Office 2024","68,890",5.0,Lenovo,DDR5,512GB,Grey,Intel
"Dell 15 (Previously Inspiron), R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop","53,990",2.0,Dell,8GB,512GB,Black,N/A
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 16GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Dedicated Copilot Key, Backlit Keyboard, Silver, Win11 Home + MSO H&S'24","87,990",4.1,Dell,16GB,512GB,Silver,Intel
"Acer Smartchoice Aspire One, AMD Ryzen 5-40, 8GB LPDDR5 RAM/ 512GB SSD, 14.0""/35.56cm WXGA Display, Win 11 Home, Pure Silver, 1.48KG, A114-43, Thin and Light Laptop","47,990",3.8,Acer,8GB,512GB,Silver,AMD
"HP 14 Smartchoice, Intel Core Ultra 5 125H 12 TOPS, 24GB DDR5 (Upgradeable) 1TB SSD, Anti-Glare, FHD, 14''/35.6cm,Win11, M365*Office24, Silver, 1.4kg, ep1180tu, FHD Camera w/Shutter, Backlit AI Laptop","85,990",3.3,HP,24GB,1TB,Silver,Intel
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Silver","73,990",4.7,Apple,8GB,256GB,Silver,N/A
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Citrus","73,990",4.8,Apple,8GB,256GB,N/A,N/A
"Acer Aspire 3 (2026), Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Laptop/15.6"" FHD IPS Display/Silver/1.5 Kg/MS Office 2024/3 Years Warranty","60,250",5.0,Acer,N/A,512GB,Silver,Intel
"HP 15, Intel Core 5-120U (16GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr), Office Home24, Silver,1.59kg, fd0682tu, FHD Camera w/Shutter, BL Laptop","68,699",3.0,HP,16GB,512GB,Silver,Intel
"HP OmniBook 5 OLED (Previously Pavilion), Snapdragon X Processor 45 Tops (16GB LPDDR5x, 512GB SSD), 2K 14''/35.6cm, Win11, Office24, Silver, 1.29kg, he0014QU, Multi-Day Battery, AI Laptop","79,990",4.1,HP,16GB,512GB,Silver,Snapdragon
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 18‑core CPU and 20‑core GPU: Built for AI, 41.05 cm (16.2″) Liquid Retina XDR Display, 24GB Unified Memory, 1TB SSD Storage; Silver","3,42,490",4.5,Apple,24GB,1TB,Silver,N/A
"Primebook 2 Max (2026) | 8GB RAM, 256GB UFS Storage | 15.6-Inch Full HD IPS Display | 12hrs Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI (Gray)","32,990",4.3,Primebook,8GB,N/A,Gray,MediaTek
"𝗗𝗲𝗹𝗹Laptop Model 5420 | 𝗜𝗡𝗧𝗘𝗟i5 11th Gen Processor |8GB DDR4 RAM |256GB SSD |14"" FHD Display | Win10 | A+ Condition Laptop (Refab)","37,400",N/A,Unknown,8GB,256GB,N/A,N/A
"HP Chromebook 14, MediaTek Kompanio 540 (4GB LPDDR5, 128GB UFS) HD, Touch, Anti-Glare, Micro-Edge, 14''/35.6cm, ChromeOS, 100GB Google One(1yr),Modern gray,1.35kg, nm0006MU, HD Camera w/shutter Laptop","32,990",N/A,HP,4GB,N/A,gray,MediaTek
"MaxBook 14” FHD Laptop, pentium N4200, 8GB RAM, 256GB SSD, WiFi & Bluetooth, USB 3.2, Mini HDMI, Windows 11 Notebook, Lightweight Laptop for Work & Study","25,640",5.0,MaxBook,8GB,256GB,N/A,N/A
"Lenovo IdeaPad Slim 1, AMD Ryzen 5 5500U, 16GB RAM, 512GB SSD, HD, 15.6"", Windows 11 Home, MS Office 21, Cloud Grey, 1.61Kg, 82R400ERIN, Integrated AMD Graphics, 1Yr ADP Free, Thin and Light Laptop","61,200",4.2,Lenovo,16GB,512GB,Grey,AMD
"HP 14, Intel Core Ultra 5 125H (16GB DDR5, 512GB SSD), Micro-Edge, Anti-Glare, FHD, 14''/35.6cm, Win11, M365* Office24, Silver, 1.4kg, ep1150TU, FHD Camera, Backlit Laptop","77,990",3.7,HP,16GB,512GB,Silver,Intel
"HP 14s Intel Celeron Dual Core N4500 Laptop (8GB/512GB SSD/Win 11) 14.0"" HD Display, MSO 24, Black, 1.46kg, DQ3149TU Thin and Light Business Laptop","42,999",3.2,HP,8GB,512GB,Black,Intel
"HP Smartchoice Victus, 13th Gen Intel Core i7-13620H, 8GB RTX 5060, 24GB DDR5(Upgradeable) 1TB SSD, 144Hz, FHD, 15.6""/39.6cm, Win11, M365(1yr)*Office 24, Mica Silver,2.29Kg,fa2308TX, RGB Gaming Laptop","1,29,990",4.1,HP,8GB,1TB,Silver,Intel
"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (Free MS Office) Lifetime (16GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) 1 Year Brand Warranty,","67,999",4.2,Lenovo,16GB,512GB,Grey,AMD
"Lenovo ThinkBook 16, Intel Core Ultra 9 185H, 16GB RAM, 512GB SSD, WUXGA IPS 16” (40.64cm), Win 11 Home, Arctic Grey, 1.7Kg, 21SKA0J5IG, Fingerprint, Backlit, 300 Nits, 1Y Warranty, AI Powered Laptop","98,990",3.7,Lenovo,16GB,512GB,Grey,Intel
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop","69,990",3.4,HP,16GB,512GB,Silver,Snapdragon
"Apple 2026 MacBook Pro Laptop with M5 Max chip with 18‑core CPU and 32‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 36GB Unified Memory, 2TB SSD Storage; Space Black","4,64,490",5.0,Apple,36GB,2TB,Black,N/A
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight","1,94,990",4.8,Apple,24GB,1TB,N/A,N/A
"Acer 15 Smartchoice, AMD Ryzen 3-7320U, 15.6"" Full HD Display, | 8GB DDR5 RAM 5500 Mhz, 256GB SSD New Gen, Windows 11Home, Ms office 21, Antivrus, 1.59KG, Professional Thin and Light Laptop","44,990",5.0,Acer,8GB,256GB,N/A,AMD
"Lenovo ThinkBook 16, Intel Core Ultra 9 185H, 16GB RAM, 512GB SSD, WUXGA IPS 16” (40.64cm), Win 11 Home, Arctic Grey, 1.7Kg, 21SKA0J5IG, Fingerprint, Backlit, 300 Nits, 1Y Warranty, AI Powered Laptop","98,990",3.7,Lenovo,16GB,512GB,Grey,Intel
"Dell 15 (Previously Inspiron), R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop","53,990",2.0,Dell,8GB,512GB,Black,N/A
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Silver","73,990",4.7,Apple,8GB,256GB,Silver,N/A
"ASUS Vivobook Go 14 (2026),AMD Ryzen 3 30 Processor,AMD Radeon iGPU,8GB RAM,512GB SSD,FHD,14"" (35.5 cm),Windows 11,M365 Basic(1Y)* Office 2024,Cool Silver,1.38 Kg,E1404FA-EB1224WS,Thin & Light Laptop","48,990",3.5,ASUS,8GB,512GB,Silver,AMD
"ASUS Vivobook 16, Snapdragon X, 16GB RAM, 512GB SSD, FHD+ 16"", Windows 11, Office Home 2024, Cool Silver, 1.88kg, X1607QA-MB050WS, Qualcomm Adreno iGPU, 45TOPS, M365 Basic(1Year)* Laptop","63,990",4.1,ASUS,16GB,512GB,Silver,Snapdragon
"Dell 15 (Previously Inspiron) Laptop, 14th Gen Intel Core i3/Core 3 100U Processor, 16GB DDR4, 512 SSD, Intel UHD Graphics, 15.6"" FHD 120Hz IPS AG 250 nit Display, Win 11 + Office 2024, Black, 1.63Kg","62,490",4.0,Dell,16GB,N/A,Black,Intel
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Citrus","73,990",4.8,Apple,8GB,256GB,N/A,N/A
"Lenovo LOQ Essential AMD Ryzen 7 7735HS | NVIDIA RTX 4050 6GB (16GB RAM/512GB SSD/144Hz Refresh Rate/15.6"" (39.6cm)/Windows 11/Office Home 2024/3 Mon. Game Pass/Grey/1.8Kg), 83S0009TIN Gaming Laptop","1,32,990",4.0,Lenovo,6GB,512GB,Grey,AMD
"HP Professional 15 (2026), Intel (i3 14th Gen) Core 3 100U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin & Light Business Laptop/15.6"" Display/Turbo Silver/Copilot Key/1.5kg/MS Office","62,500",4.1,HP,N/A,512GB,Silver,Intel
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 16GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Dedicated Copilot Key, Backlit Keyboard, Silver, Win11 Home + MSO H&S'24","87,990",4.1,Dell,16GB,512GB,Silver,Intel
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 18‑core CPU and 20‑core GPU: Built for AI, 41.05 cm (16.2″) Liquid Retina XDR Display, 24GB Unified Memory, 1TB SSD Storage; Silver","3,42,490",4.5,Apple,24GB,1TB,Silver,N/A
"Lenovo 14 (2026), AMD Ryzen 5 Quad Core 7520U - (8 GB LPDDR5/512 GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Arctic Grey/1.4 kg/MS Office 2024","53,490",N/A,Lenovo,LPDDR5,512GB,Grey,AMD
"Lenovo V14 G4 AMD Ryzen 5 7520U 14"" (35.56 cm) FHD Laptop (16GB LPDDR5 RAM/512GB SSD/Windows 11 Home/Ms-Office /2GB AMD Radeon 610M Graphics/Dolby Audio/Arctic Grey/1.43 Kg), 1 Year Warranty","56,690",3.6,Lenovo,16GB,512GB,Grey,AMD
"Lenovo V14 Intel Core i3 13th Gen 14"" FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/Iron Grey/1.43 kg), 83A0A0PCIN","70,990",3.6,Lenovo,16GB,512GB,Grey,Intel
"Acer Smartchoice Aspire One, AMD Ryzen 3-7320U, Office 2024 + M365 Basic, 8GB LPDDR5 RAM/ 256GB SSD, 14.0""/35.56cm TN HD Display, Win 11 Home, Pure Silver, 1.48KG, A114-43, Thin and Light Laptop","45,990",3.4,Acer,8GB,256GB,Silver,AMD
"Dell Inspiron 15 DC15250 Laptop (Intel I5-1334U, 8GB DDR4 RAM, 512GB SSD, 15.6"" Full HD Display, Windows 11 Home, MS Office 2024 + Microsoft 365, Carbon Black, 1 Year NBD Warranty)","58,990",N/A,Dell,8GB,512GB,Black,Intel
"Lenovo ThinkPad E16 G2 16-inch (40.64 CM) Laptop, AMD Ryzen 7 7735HS (8-Core), 16GB DDR5 RAM, 512GB NVMe SSD, FHD+ IPS Display, Radeon 680M, Wi-Fi 6, Fingerprint Reader, Windows 11 Pro, MS-Office 2024","91,700",3.3,Lenovo,16GB,N/A,N/A,AMD
"Acer Professional 14[New Launch], AMD Ryzen 7-7730U, 32GB RAM, 1TB SSD, 14"" Full HD Laptop, Windows 11 Pro, MSO21, 1.34KG, Backlite KB, Finger Print, Metal Body, 3 Year Warranty, 12 Mounths Antivrus","84,990",2.8,Acer,32GB,1TB,N/A,AMD
"ASUS Vivobook Go 15 (2026),AMD Ryzen 3 30, AMD Radeon iGPU, 8GB RAM, 512GB SSD, FHD, 15.6""(39.6 cm),Windows 11,M365 Basic(1 Year)* Office 2024,Mixed Black, 1.63 Kg,E1504FA-BQ2114WS,Thin & Light Laptop","54,990",N/A,ASUS,8GB,512GB,Black,AMD
"HP 15, Intel Core 5-120U (8GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr), Office Home24, Silver,1.59kg, fd0651TU, FHD Camera w/Privacy Shutter, Backlit Laptop","66,749",4.7,HP,8GB,512GB,Silver,Intel
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop","69,990",3.4,HP,16GB,512GB,Silver,Snapdragon
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop","69,990",3.4,HP,16GB,512GB,Silver,Snapdragon
"HP HyperX OMEN 16 (Valorant Edition) AMD Ryzen 7 8745HX, 8GB-RTX 5060, 16GB DDR5 (Upgradeable) 1TB SSD, 165Hz, 2K, 400 nits, 3ms RT, 16''/40.6cm, Win11, Office24, Blue, 2.47kg, ap1010AX Gaming Laptop","2,29,990",5.0,HP,8GB,1TB,Blue,AMD
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 16GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Dedicated Copilot Key, Backlit Keyboard, Silver, Win11 Home + MSO H&S'24","87,990",4.1,Dell,16GB,512GB,Silver,Intel
